"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"18/04/2019","575.960","1.277,20","1.278,50","1.267,90","280,34K","-0,34%"
"19/04/2019","576.382","1.272,30","1.280,70","1.270,50","246,05K","0,49%"
"22/04/2019","576.742","1.276,30","1.284,80","1.275,40","237,15K","0,02%"
"23/04/2019","575.138","1.280,10","1.290,90","1.276,00","278,89K","0,71%"
"24/04/2019","577.998","1.287,00","1.288,60","1.279,90","208,96K","-0,57%"
"25/04/2019","588.298","1.283,50","1.288,20","1.281,60","239,44K","0,33%"
"26/04/2019","586.647","1.284,20","1.289,40","1.274,50","275,43K","-0,12%"
"29/04/2019","584.540","1.278,20","1.278,40","1.267,30","282,50K","-0,95%"
"30/04/2019","589.591","1.272,90","1.283,90","1.269,00","280,32K","0,73%"
"01/05/2019","584.914","1.286,40","1.286,40","1.278,10","244,34K","0,20%"
"02/05/2019","582.233","1.284,10","1.287,30","1.279,10","251,09K","0,14%"
"03/05/2019","583.962","1.287,40","1.292,80","1.280,20","302,69K","-0,33%"
"06/05/2019","589.773","1.282,90","1.289,20","1.280,40","306,55K","0,30%"
"07/05/2019","589.206","1.285,10","1.290,30","1.284,00","238,64K","0,17%"
"08/05/2019","588.381","1.288,40","1.302,20","1.282,40","379,44K","1,12%"
"09/05/2019","591.932","1.302,00","1.302,60","1.294,30","222,05K","-0,42%"
"10/05/2019","591.790","1.298,30","1.301,70","1.293,60","247,52K","0,12%"
"13/05/2019","599.175","1.296,90","1.299,30","1.284,20","282,07K","-0,89%"
"14/05/2019","601.881","1.287,20","1.289,00","1.274,60","264,57K","-0,82%"
"15/05/2019","602.770","1.277,60","1.278,80","1.273,30","212,18K","0,13%"
"16/05/2019","597.597","1.277,70","1.277,70","1.269,00","213,17K","-0,32%"
"17/05/2019","595.962","1.274,40","1.277,10","1.272,00","191,37K","0,08%"
"20/05/2019","593.725","1.273,60","1.287,10","1.272,10","330,16K","0,88%"
"21/05/2019","592.342","1.283,20","1.284,70","1.280,10","218,71K","-0,14%"
"22/05/2019","595.110","1.283,50","1.286,90","1.275,10","362,16K","-0,51%"
"23/05/2019","597.049","1.287,20","1.289,60","1.278,50","0,78K","0,23%"
"24/05/2019","594.712","1.278,90","1.285,20","1.278,40","189,69K","0,07%"
"27/05/2019","594.313","1.285,10","1.293,90","1.279,20","284,02K","0,89%"
"28/05/2019","590.880","1.293,20","1.311,90","1.292,50","341,18K","1,45%"
"29/05/2019","592.595","1.312,50","1.333,00","1.310,90","363,40K","1,28%"
"30/05/2019","597.558","1.329,70","1.334,10","1.324,70","319,96K","0,06%"
"31/05/2019","601.114","1.330,20","1.348,90","1.329,30","413,47K","0,37%"
"03/06/2019","606.730","1.336,10","1.344,20","1.331,30","263,09K","0,68%"
"04/06/2019","608.511","1.339,70","1.352,70","1.334,30","331,29K","0,25%"
"05/06/2019","611.377","1.341,20","1.341,70","1.329,00","228,03K","-1,25%"
"06/06/2019","611.514","1.331,80","1.333,80","1.323,60","215,15K","0,14%"
"07/06/2019","612.983","1.330,60","1.342,30","1.329,80","234,46K","0,42%"
"10/06/2019","608.926","1.337,80","1.347,00","1.335,90","204,83K","0,52%"
"11/06/2019","610.311","1.346,50","1.362,20","1.341,40","358,45K","0,06%"
"12/06/2019","611.560","1.345,50","1.347,10","1.336,60","238,71K","-0,12%"
"13/06/2019","617.319","1.343,90","1.358,50","1.342,10","376,27K","0,58%"
"14/06/2019","616.990","1.350,40","1.366,60","1.344,80","332,61K","-0,14%"
"17/06/2019","620.991","1.364,50","1.397,70","1.361,30","542,90K","3,57%"
"18/06/2019","618.303","1.391,20","1.415,40","1.386,10","518,89K","0,23%"
"19/06/2019","623.898","1.403,90","1.425,10","1.403,60","375,15K","1,29%"
"20/06/2019","632.639","1.423,40","1.442,90","1.415,10","643,59K","0,04%"
"21/06/2019","635.439","1.427,20","1.427,90","1.405,00","421,95K","-0,23%"
"24/06/2019","650.119","1.412,70","1.415,30","1.401,40","336,36K","-0,24%"
"25/06/2019","644.180","1.413,30","1.427,80","1.408,60","306,62K","0,12%"
"26/06/2019","642.675","1.401,80","1.401,90","1.384,70","389,76K","-1,73%"
"27/06/2019","643.718","1.386,20","1.424,00","1.386,20","383,25K","1,35%"
"28/06/2019","640.195","1.424,70","1.441,00","1.414,70","419,61K","0,92%"
"30/06/2019","632.423","1.421,60","1.426,80","1.388,60","577,38K","-1,46%"
"01/07/2019","629.209","1.426,50","1.427,90","1.393,00","0,34K","0,24%"
"02/07/2019","653.443","1.401,00","1.409,90","1.393,80","318,69K","-0,24%"
"03/07/2019","643.423","1.397,90","1.402,40","1.387,50","287,18K","0,04%"
"04/07/2019","645.996","1.400,00","1.421,10","1.391,80","443,50K","0,86%"
"05/07/2019","632.695","1.421,10","1.429,40","1.402,70","400,09K","-0,41%"
"07/07/2019","631.344","1.406,20","1.418,90","1.404,50","284,97K","0,39%"
"08/07/2019","632.717","1.417,70","1.421,60","1.409,30","243,38K","0,09%"
"09/07/2019","635.662","1.416,40","1.420,00","1.402,10","334,82K","-0,16%"
"10/07/2019","645.649","1.407,90","1.428,40","1.401,30","358,17K","0,86%"
"11/07/2019","637.868","1.428,50","1.449,70","1.415,60","481,33K","0,34%"
"12/07/2019","636.360","1.448,30","1.454,40","1.421,10","530,02K","-0,10%"
"14/07/2019","637.796","1.428,50","1.430,80","1.423,00","255,35K","0,01%"
"15/07/2019","633.134","1.426,00","1.431,40","1.414,60","386,68K","-0,36%"
"16/07/2019","633.136","1.418,60","1.430,00","1.416,70","318,16K","0,13%"
"17/07/2019","640.063","1.426,80","1.434,10","1.411,10","489,39K","-0,63%"
"18/07/2019","645.576","1.414,90","1.424,80","1.412,90","306,02K","0,33%"
"19/07/2019","637.829","1.419,00","1.428,00","1.414,40","224,27K","0,08%"
"21/07/2019","639.602","1.439,50","1.445,70","1.434,80","259,62K","1,51%"
"22/07/2019","638.339","1.443,70","1.447,80","1.422,30","419,58K","-0,28%"
"23/07/2019","639.946","1.425,60","1.458,20","1.412,10","587,56K","-0,38%"
"24/07/2019","641.427","1.457,50","1.461,90","1.442,50","493,05K","1,75%"
"25/07/2019","635.919","1.451,20","1.481,80","1.448,80","534,19K","1,30%"
"26/07/2019","636.916","1.481,10","1.486,80","1.468,20","381,92K","0,52%"
"28/07/2019","639.428","1.486,70","1.522,70","1.484,30","651,55K","2,39%"
"29/07/2019","642.137","1.512,10","1.521,30","1.501,60","402,96K","-0,66%"
"30/07/2019","644.832","1.515,90","1.521,10","1.506,20","332,61K","-0,07%"
"31/07/2019","643.786","1.509,20","1.531,50","1.498,60","355,10K","0,58%"
"01/08/2019","652.928","1.522,30","1.546,10","1.488,90","616,74K","-0,20%"
"02/08/2019","659.191","1.513,00","1.534,90","1.504,50","484,19K","0,90%"
"04/08/2019","656.316","1.526,60","1.537,70","1.518,30","436,12K","0,22%"
"05/08/2019","672.619","1.533,90","1.538,60","1.513,90","322,46K","-0,50%"
"06/08/2019","675.206","1.523,00","1.523,60","1.503,30","295,83K","-0,79%"
"07/08/2019","688.169","1.506,30","1.518,80","1.503,00","247,54K","0,27%"
"08/08/2019","688.324","1.518,40","1.518,40","1.506,50","245,90K","0,00%"
"09/08/2019","685.073","1.512,40","1.514,60","1.502,10","279,41K","-0,48%"
"11/08/2019","684.757","1.508,80","1.540,30","1.503,00","473,00K","1,93%"
"12/08/2019","692.721","1.545,40","1.565,00","1.534,80","411,67K","-0,03%"
"13/08/2019","693.413","1.537,30","1.554,50","1.535,30","347,05K","0,95%"
"14/08/2019","694.758","1.551,80","1.556,60","1.541,40","353,91K","-0,17%"
"15/08/2019","703.881","1.549,40","1.559,80","1.528,60","455,60K","-0,79%"
"16/08/2019","692.138","1.536,90","1.541,90","1.525,60","330,85K","-0,49%"
"18/08/2019","689.962","1.535,20","1.558,90","1.528,00","554,83K","1,73%"
"19/08/2019","689.926","1.531,90","1.532,90","1.525,30","0,00K","-0,20%"
"20/08/2019","693.972","1.556,00","1.566,20","1.542,60","412,35K","0,49%"
"21/08/2019","690.268","1.561,40","1.561,90","1.514,30","606,40K","-2,24%"
"22/08/2019","685.394","1.525,60","1.536,20","1.510,70","544,87K","-0,66%"
"23/08/2019","686.090","1.516,40","1.523,80","1.505,50","317,52K","-0,29%"
"25/08/2019","701.537","1.507,00","1.509,10","1.492,10","397,92K","-0,79%"
"26/08/2019","699.626","1.493,90","1.506,20","1.492,90","308,79K","0,27%"
"27/08/2019","707.415","1.504,90","1.532,20","1.496,80","491,47K","0,28%"
"28/08/2019","704.803","1.506,50","1.516,60","1.493,10","364,42K","-0,52%"
"29/08/2019","699.708","1.513,10","1.519,70","1.503,40","349,61K","0,80%"
"30/08/2019","693.544","1.506,50","1.515,00","1.500,90","336,63K","0,13%"
"01/09/2019","697.422","1.509,70","1.519,50","1.490,70","364,96K","0,16%"
"02/09/2019","700.590","1.502,00","1.512,10","1.496,30","291,30K","-0,63%"
"03/09/2019","708.207","1.506,80","1.524,50","1.505,30","284,39K","0,59%"
"04/09/2019","705.581","1.521,50","1.534,40","1.517,90","359,88K","1,08%"
"05/09/2019","690.866","1.529,80","1.543,30","1.522,80","424,86K","0,57%"
"06/09/2019","681.232","1.539,80","1.542,80","1.507,40","481,46K","-1,81%"
"08/09/2019","682.994","1.510,90","1.519,50","1.507,10","378,29K","0,19%"
"09/09/2019","675.404","1.511,80","1.514,40","1.493,30","451,93K","-0,58%"
"10/09/2019","671.467","1.501,70","1.507,20","1.470,50","439,71K","-2,22%"
"11/09/2019","673.854","1.478,00","1.493,50","1.465,00","450,17K","1,09%"
"12/09/2019","673.762","1.485,40","1.511,40","1.480,50","393,10K","1,27%"
"13/09/2019","668.358","1.505,60","1.525,80","1.501,70","408,74K","0,39%"
"16/09/2019","676.206","1.511,60","1.522,20","1.501,40","344,79K","-0,06%"
"17/09/2019","673.197","1.518,60","1.518,80","1.493,30","257,78K","-0,56%"
"18/09/2019","678.104","1.498,70","1.515,30","1.492,10","371,44K","-0,03%"
"19/09/2019","680.918","1.510,90","1.518,00","1.505,10","285,28K","0,59%"
"20/09/2019","684.938","1.510,80","1.522,30","1.495,70","417,88K","-0,79%"
"22/09/2019","684.350","1.498,30","1.508,00","1.478,00","485,96K","-0,81%"
"23/09/2019","688.197","1.492,00","1.501,50","1.487,10","228,32K","0,60%"
"24/09/2019","695.308","1.497,70","1.503,00","1.480,80","317,99K","-0,94%"
"25/09/2019","684.741","1.484,80","1.495,50","1.480,60","367,90K","0,71%"
"26/09/2019","687.131","1.494,20","1.501,10","1.487,00","305,67K","0,29%"
"27/09/2019","681.955","1.495,60","1.497,90","1.488,30","232,55K","-0,28%"
"29/09/2019","681.247","1.495,60","1.498,70","1.484,80","284,29K","-0,40%"
"30/09/2019","673.947","1.487,50","1.492,10","1.484,00","208,97K","-0,04%"
"01/10/2019","675.163","1.491,10","1.499,40","1.490,70","244,62K","0,55%"
"02/10/2019","682.066","1.495,10","1.506,90","1.490,40","305,01K","0,60%"
"03/10/2019","687.820","1.506,40","1.520,90","1.503,10","368,74K","0,04%"
"04/10/2019","683.163","1.507,40","1.510,80","1.492,30","318,13K","-0,63%"
"06/10/2019","685.798","1.494,30","1.497,10","1.485,60","291,98K","-0,34%"
"07/10/2019","679.292","1.490,50","1.499,30","1.483,10","353,64K","0,40%"
"08/10/2019","687.596","1.498,80","1.516,70","1.496,00","390,01K","1,21%"
"09/10/2019","689.069","1.515,10","1.519,00","1.505,40","380,99K","-0,22%"
"10/10/2019","680.146","1.516,40","1.517,10","1.506,50","260,20K","-0,02%"
"11/10/2019","676.316","1.511,60","1.511,90","1.480,70","593,62K","-1,81%"
"13/10/2019","674.854","1.484,30","1.495,90","1.483,80","313,72K","0,63%"
"14/10/2019","678.272","1.492,10","1.493,60","1.461,40","674,98K","-1,79%"
"15/10/2019","674.889","1.469,00","1.473,90","1.457,00","447,07K","-0,24%"
"16/10/2019","676.163","1.460,00","1.467,40","1.448,90","310,16K","-0,40%"
"17/10/2019","678.935","1.455,90","1.461,30","1.446,20","429,61K","-0,23%"
"18/10/2019","677.023","1.456,50","1.467,90","1.456,40","352,33K","0,66%"
"21/10/2019","671.389","1.464,00","1.475,50","1.461,70","317,40K","0,69%"
"22/10/2019","674.852","1.471,90","1.472,10","1.462,80","251,21K","-0,33%"
"23/10/2019","671.536","1.467,80","1.474,40","1.456,60","331,24K","0,23%"
"24/10/2019","679.378","1.471,90","1.475,80","1.465,10","307,86K","0,16%"
"25/10/2019","678.650","1.472,70","1.479,20","1.466,10","369,97K","-0,01%"
"28/10/2019","672.632","1.475,10","1.475,90","1.462,40","388,34K","-0,72%"
"29/10/2019","669.908","1.464,30","1.473,40","1.461,20","320,50K","0,00%"
"30/10/2019","672.614","1.461,00","1.462,00","1.453,90","298,71K","-0,46%"
"31/10/2019","681.805","1.455,10","1.462,90","1.449,60","346,36K","0,23%"
"01/11/2019","681.038","1.461,10","1.461,90","1.452,00","88,36K","-0,47%"
"03/11/2019","682.017","1.461,20","1.472,90","1.459,10","272,34K","1,33%"
"04/11/2019","681.187","1.461,20","1.472,90","1.459,10","272,34K","0,00%"
"05/11/2019","670.281","1.470,30","1.471,70","1.459,80","316,58K","-0,24%"
"06/11/2019","671.419","1.468,00","1.487,70","1.465,40","400,90K","1,03%"
"07/11/2019","660.122","1.483,20","1.489,90","1.476,70","319,73K","-0,28%"
"08/11/2019","657.494","1.480,00","1.485,70","1.478,00","240,01K","0,20%"
"10/11/2019","658.359","1.481,00","1.485,30","1.463,30","317,32K","-1,21%"
"11/11/2019","655.313","1.464,10","1.469,80","1.463,00","177,22K","-0,01%"
"12/11/2019","659.405","1.466,30","1.473,70","1.464,20","228,83K","0,22%"
"13/11/2019","662.579","1.468,50","1.483,50","1.466,90","251,73K","0,47%"
"14/11/2019","665.183","1.479,20","1.491,60","1.468,20","409,86K","-0,18%"
"15/11/2019","663.496","1.470,80","1.482,50","1.465,50","356,68K","0,60%"
"17/11/2019","663.413","1.480,00","1.484,50","1.477,40","165,85K","-0,05%"
"18/11/2019","665.405","1.480,60","1.484,90","1.478,40","173,25K","0,01%"
"19/11/2019","667.942","1.480,40","1.483,60","1.474,30","197,97K","-0,13%"
"20/11/2019","665.535","1.479,40","1.485,80","1.477,10","201,19K","0,39%"
"21/11/2019","663.054","1.482,70","1.484,80","1.479,50","140,77K","-0,24%"
"22/11/2019","662.502","1.482,40","1.490,10","1.481,20","162,45K","0,53%"
"24/11/2019","661.503","1.489,80","1.505,00","1.488,10","183,68K","1,08%"
"25/11/2019","657.605","1.503,90","1.517,40","1.502,10","216,61K","0,64%"
"26/11/2019","661.252","1.516,50","1.519,90","1.512,10","204,99K","0,24%"
"27/11/2019","660.266","1.515,90","1.519,10","1.513,50","178,72K","0,03%"
"28/11/2019","659.036","1.517,70","1.529,00","1.517,50","220,85K","0,30%"
"29/11/2019","663.000","1.521,00","1.534,00","1.519,70","270,55K","0,33%"
"01/12/2019","661.661","1.531,70","1.556,60","1.530,40","436,74K","1,59%"
"02/12/2019","664.455","1.562,70","1.590,90","1.562,30","558,97K","1,06%"
"03/12/2019","669.583","1.567,40","1.579,20","1.557,00","435,87K","0,35%"
"04/12/2019","669.175","1.578,80","1.613,30","1.553,40","813,41K","-0,90%"
"05/12/2019","663.039","1.557,70","1.562,40","1.541,00","372,88K","-0,38%"
"06/12/2019","658.332","1.553,40","1.564,10","1.546,70","344,34K","0,37%"
"08/12/2019","658.459","1.563,00","1.563,10","1.547,00","311,73K","-0,61%"
"09/12/2019","658.130","1.548,60","1.549,50","1.536,40","340,91K","-0,39%"
"10/12/2019","659.498","1.546,80","1.558,80","1.546,50","310,07K","0,61%"
"11/12/2019","662.839","1.556,60","1.558,20","1.548,00","260,05K","-0,23%"
"12/12/2019","656.548","1.553,00","1.561,40","1.549,30","264,93K","0,63%"
"13/12/2019","662.951","1.557,30","1.568,80","1.546,00","462,62K","-0,15%"
"15/12/2019","662.022","1.567,00","1.571,40","1.549,20","2,22K","0,19%"
"16/12/2019","664.814","1.558,90","1.559,80","1.550,00","286,08K","-0,26%"
"17/12/2019","663.491","1.558,90","1.567,50","1.551,30","361,03K","0,56%"
"18/12/2019","662.878","1.562,90","1.575,50","1.555,80","427,14K","0,42%"
"19/12/2019","664.734","1.580,50","1.588,40","1.575,30","398,06K","0,35%"
"20/12/2019","663.754","1.580,60","1.582,20","1.564,60","378,01K","-0,48%"
"22/12/2019","663.724","1.566,30","1.577,70","1.562,00","251,27K","0,04%"
"23/12/2019","666.774","1.582,40","1.590,70","1.576,80","382,60K","1,20%"
"24/12/2019","672.375","1.578,40","1.595,50","1.575,00","343,37K","-0,08%"
"25/12/2019","672.118","1.597,80","1.598,50","1.573,20","320,60K","-0,35%"
"26/12/2019","678.082","1.581,50","1.584,50","1.552,80","349,00K","-1,70%"
"27/12/2019","678.022","1.556,10","1.566,20","1.551,10","306,05K","0,47%"
"29/12/2019","678.806","1.560,00","1.571,90","1.556,00","229,00K","0,46%"
"30/12/2019","678.270","1.570,70","1.577,80","1.563,50","286,42K","0,22%"
"31/12/2019","677.220","1.575,80","1.580,50","1.571,50","191,75K","0,39%"
"01/01/2020","678.253","1.575,50","1.577,50","1.565,20","231,83K","-0,60%"
"02/01/2020","682.685","1.571,20","1.573,60","1.564,40","189,55K","0,10%"
"03/01/2020","695.695","1.569,80","1.581,70","1.568,50","276,25K","0,46%"
"05/01/2020","703.130","1.579,00","1.588,20","1.576,00","227,11K","0,48%"
"06/01/2020","698.570","1.585,10","1.608,20","1.581,80","414,24K","1,08%"
"07/01/2020","711.094","1.585,10","1.608,20","1.581,80","414,24K","0,00%"
"08/01/2020","696.290","1.604,80","1.615,90","1.602,40","307,89K","0,51%"
"09/01/2020","690.373","1.615,00","1.626,50","1.606,60","403,04K","0,54%"
"10/01/2020","690.897","1.623,60","1.652,10","1.621,60","489,19K","1,75%"
"12/01/2020","688.508","1.656,00","1.691,70","1.652,80","680,82K","1,69%"
"13/01/2020","679.209","1.661,80","1.666,70","1.627,00","672,76K","-1,59%"
"14/01/2020","681.160","1.637,30","1.657,10","1.626,60","531,90K","-0,42%"
"15/01/2020","684.006","1.643,00","1.662,50","1.636,70","573,29K","-0,04%"
"16/01/2020","679.884","1.646,10","1.651,00","1.564,00","745,84K","-4,61%"
"17/01/2020","683.330","1.592,80","1.612,10","1.576,30","443,53K","1,79%"
"19/01/2020","683.886","1.586,00","1.650,50","1.585,90","466,53K","3,11%"
"20/01/2020","683.735","1.640,10","1.654,30","1.632,60","313,34K","-0,09%"
"21/01/2020","683.589","1.638,20","1.675,50","1.635,60","363,00K","1,52%"
"22/01/2020","684.228","1.673,10","1.692,80","1.642,40","659,63K","0,26%"
"23/01/2020","683.288","1.692,60","1.704,30","1.658,00","504,16K","0,20%"
"24/01/2020","687.648","1.679,60","1.681,30","1.641,10","385,48K","-0,92%"
"26/01/2020","697.703","1.649,30","1.671,80","1.632,40","404,35K","-1,08%"
"27/01/2020","671.911","1.633,10","1.651,00","1.560,40","605,72K","-3,17%"
"28/01/2020","686.341","1.582,70","1.597,90","1.504,00","551,05K","-4,63%"
"29/01/2020","690.560","1.563,80","1.574,80","1.450,90","565,98K","-1,99%"
"30/01/2020","694.758","1.512,80","1.554,30","1.465,60","434,51K","2,64%"
"31/01/2020","703.763","1.527,60","1.547,00","1.473,30","435,19K","-3,14%"
"02/02/2020","697.299","1.487,20","1.502,80","1.460,10","325,29K","0,09%"
"03/02/2020","697.636","1.471,60","1.519,40","1.457,50","269,97K","0,36%"
"04/02/2020","685.454","1.505,00","1.569,30","1.484,60","362,07K","5,59%"
"05/02/2020","683.952","1.563,80","1.698,00","1.560,50","418,78K","5,95%"
"06/02/2020","686.874","1.666,20","1.699,30","1.615,20","254,19K","-1,65%"
"07/02/2020","690.784","1.642,50","1.672,50","1.611,00","215,97K","1,09%"
"09/02/2020","692.477","1.653,40","1.661,00","1.630,70","159,26K","0,18%"
"10/02/2020","692.788","1.663,40","1.673,60","1.632,00","157,37K","-0,66%"
"11/02/2020","688.595","1.643,40","1.645,60","1.588,20","176,55K","-2,84%"
"12/02/2020","691.709","1.589,40","1.612,40","1.576,00","164,48K","-0,33%"
"13/02/2020","693.920","1.602,40","1.645,60","1.595,20","167,71K","2,91%"
"14/02/2020","697.327","1.635,30","1.652,80","1.624,40","139,61K","0,49%"
"16/02/2020","695.917","1.647,70","1.715,80","1.638,20","192,75K","2,93%"
"17/02/2020","695.385","1.707,10","1.742,60","1.672,00","204,50K","-0,60%"
"18/02/2020","703.056","1.678,70","1.695,80","1.670,70","125,33K","0,04%"
"19/02/2020","707.536","1.680,50","1.754,50","1.676,50","218,80K","4,07%"
"20/02/2020","714.922","1.742,30","1.772,80","1.724,20","166,89K","0,49%"
"21/02/2020","727.939","1.761,50","1.788,80","1.747,10","241,19K","0,43%"
"23/02/2020","738.387","1.758,10","1.759,80","1.731,60","186,70K","-1,62%"
"24/02/2020","738.440","1.743,50","1.768,00","1.722,60","204,23K","-0,49%"
"25/02/2020","730.954","1.738,50","1.738,80","1.691,20","227,07K","-1,90%"
"26/02/2020","736.509","1.693,00","1.718,40","1.685,00","186,91K","0,73%"
"27/02/2020","741.559","1.713,30","1.718,00","1.666,20","248,63K","-1,37%"
"28/02/2020","712.877","1.703,10","1.742,40","1.695,40","193,73K","2,99%"
"01/03/2020","711.316","1.736,50","1.764,20","1.730,60","201,88K","0,41%"
"02/03/2020","728.453","1.753,00","1.760,20","1.725,40","180,24K","-0,56%"
"03/03/2020","751.347","1.745,00","1.745,80","1.720,00","146,64K","-0,68%"
"04/03/2020","750.274","1.724,40","1.731,90","1.704,10","171,34K","-0,09%"
"05/03/2020","779.822","1.724,80","1.733,50","1.708,20","159,60K","-0,51%"
"06/03/2020","767.376","1.729,60","1.737,00","1.687,50","234,53K","-1,12%"
"08/03/2020","772.301","1.693,50","1.714,40","1.676,00","168,02K","0,40%"
"09/03/2020","756.177","1.711,20","1.726,00","1.700,30","148,73K","0,73%"
"10/03/2020","766.774","1.711,00","1.717,80","1.695,40","184,73K","-0,16%"
"11/03/2020","767.826","1.714,10","1.716,60","1.683,00","203,37K","-1,29%"
"12/03/2020","737.712","1.686,00","1.733,20","1.683,90","250,70K","2,21%"
"13/03/2020","720.646","1.727,20","1.735,50","1.703,10","232,81K","-0,69%"
"15/03/2020","732.974","1.706,00","1.713,80","1.692,10","202,17K","-0,93%"
"16/03/2020","736.364","1.700,00","1.716,70","1.693,50","198,07K","0,52%"
"17/03/2020","749.864","1.705,00","1.726,50","1.701,60","211,61K","0,56%"
"18/03/2020","745.910","1.723,10","1.746,50","1.716,00","212,91K","1,43%"
"19/03/2020","753.113","1.738,50","1.761,20","1.736,80","200,18K","0,88%"
"20/03/2020","760.153","1.757,50","1.775,80","1.729,30","271,47K","-1,25%"
"22/03/2020","761.774","1.734,80","1.751,60","1.727,20","185,26K","0,65%"
"23/03/2020","855.346","1.749,20","1.757,60","1.744,00","184,46K","0,37%"
"24/03/2020","863.055","1.751,70","1.751,70","1.715,30","238,74K","-1,72%"
"25/03/2020","840.119","1.726,00","1.742,00","1.722,50","196,82K","0,79%"
"26/03/2020","848.889","1.734,80","1.737,20","1.700,00","313,17K","-1,72%"
"27/03/2020","836.181","1.739,80","1.745,60","1.711,30","3,44K","0,69%"
"29/03/2020","834.343","1.703,10","1.713,20","1.684,20","137,42K","-0,38%"
"30/03/2020","833.235","1.725,00","1.743,70","1.720,00","164,82K","1,03%"
